HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
79720	7	1	2	2	5	4	10	5	10	4	8	6	1	10	1	6	7	9	5	9
79721	7	6	2	2	1	3	2	1	3	1	4	2	8	7	7	6	2	4	4	9
79722	1	7	7	4	10	6	3	2	4	7	6	5	2	2	10	10	7	10	8	10
79723	4	9	8	7	1	10	4	10	8	7	4	2	1	8	1	4	7	8	10	8
79724	1	6	6	1	4	6	8	6	3	10	9	2	8	7	7	3	7	5	9	10
79725	10	8	7	1	5	8	5	5	4	1	4	9	5	6	7	8	1	6	7	6
79726	6	9	9	9	10	9	7	10	3	4	6	9	2	8	4	7	5	8	2	6
79727	5	9	9	4	7	2	5	3	6	7	8	3	10	8	2	1	7	3	10	6
79728	10	4	9	4	5	8	9	5	6	3	1	10	1	5	3	6	1	7	6	10
79729	3	7	1	6	6	4	1	2	8	8	9	4	1	1	3	5	7	1	9	9
79736	2	2	9	7	4	1	1	4	8	9	4	5	9	1	1	1	9	9	8	1
79737	3	8	1	7	7	9	8	2	6	1	3	3	10	3	10	5	4	9	1	6
79738	5	1	4	6	2	4	3	7	3	3	7	5	8	3	5	4	8	2	6	1
79739	7	8	5	3	3	6	1	10	9	9	2	5	9	7	5	8	5	8	8	9
79740	1	5	4	3	8	5	7	2	6	3	5	10	1	5	6	2	1	9	2	3
79741	4	2	9	8	5	7	4	1	10	9	4	9	5	10	8	1	10	8	9	1
79742	5	7	9	10	10	1	10	6	7	3	5	8	5	5	7	8	7	3	9	2
79743	3	7	9	10	2	6	10	7	8	8	6	2	10	7	4	7	5	8	9	8
79744	4	1	9	6	3	2	5	3	9	6	10	1	4	8	9	6	1	3	10	10
79745	1	5	4	4	9	4	8	9	10	10	1	8	9	3	10	4	8	9	2	5
79746	8	2	9	2	8	9	5	9	8	5	1	4	1	10	6	4	6	9	10	2
79747	10	10	8	2	2	1	1	10	1	7	2	7	1	4	10	10	10	1	4	9
79748	9	7	1	7	8	4	9	7	8	8	1	7	1	5	1	7	8	9	8	3
79749	10	9	9	1	9	3	8	4	7	8	9	2	4	9	4	5	7	3	2	7
79750	9	8	2	9	1	7	2	7	10	2	1	1	5	4	6	3	2	3	1	7
79751	4	5	3	8	3	7	6	9	10	9	4	10	1	8	5	5	5	10	8	2
79752	10	10	9	6	6	6	2	9	4	3	10	5	6	7	5	10	1	10	5	1
79753	7	5	1	1	2	6	1	8	10	4	1	8	1	3	10	5	9	3	1	7
79754	9	7	9	3	8	9	8	8	4	3	8	9	8	10	8	3	1	4	3	4
79755	10	9	3	7	6	3	7	8	4	5	9	9	9	9	3	6	8	8	6	1
79756	10	10	2	8	5	2	7	7	10	4	9	3	4	7	5	8	8	1	6	1
79757	1	8	8	6	6	8	10	4	10	10	8	10	6	10	8	6	9	9	6	8
79758	3	5	8	4	1	6	9	3	7	4	4	8	10	10	6	3	4	5	10	7
79759	5	4	10	10	5	10	6	4	9	2	3	3	7	10	6	3	10	10	4	3
79760	3	3	9	3	4	7	8	7	2	8	1	10	6	9	9	9	8	5	1	6
79761	2	2	10	1	9	4	3	1	4	10	9	1	7	6	3	8	5	2	5	6
79762	1	1	1	10	9	1	4	4	2	3	10	10	8	10	4	3	7	8	2	9
79763	7	8	3	9	9	3	7	6	8	8	8	8	3	2	8	7	7	5	6	8
79764	3	3	3	7	9	6	8	8	2	6	6	1	1	10	9	5	7	10	10	5
79765	10	6	4	2	9	6	9	3	9	2	2	2	5	6	9	2	10	3	5	4
79766	5	4	6	3	10	1	3	9	1	2	4	4	1	7	6	4	7	7	7	9
79767	3	6	10	2	9	3	3	4	7	6	8	3	9	2	10	2	1	7	2	7
79768	8	6	4	10	4	5	2	3	7	5	2	1	6	10	4	8	3	3	8	5
79769	4	5	1	6	7	4	9	10	4	6	5	6	3	1	6	3	6	5	4	10
79770	10	8	2	5	6	4	9	5	8	6	2	1	2	6	4	2	4	7	8	3
79771	2	9	2	10	10	10	3	9	3	7	5	4	10	10	6	10	2	1	9	3
79772	5	4	1	8	10	1	6	9	1	6	9	5	5	6	7	6	4	1	8	1
79773	2	9	4	6	4	1	5	4	7	3	9	1	4	6	3	6	10	9	1	2
79774	8	10	7	7	7	8	3	4	9	3	5	4	5	8	10	8	4	9	10	10
79775	1	10	2	8	7	7	10	10	8	5	1	7	8	8	7	10	4	8	2	5
79776	6	8	10	2	10	1	9	8	1	1	10	9	4	7	1	3	3	8	9	3
79777	7	6	7	8	6	3	7	3	5	9	1	4	5	1	4	6	2	6	6	3
79778	8	5	3	9	7	1	9	9	9	3	4	2	10	1	6	5	2	5	5	4
79779	3	6	1	6	1	4	6	7	3	10	8	9	5	2	5	7	10	6	2	8
79780	8	3	8	10	1	2	6	3	9	9	4	4	9	1	5	1	1	7	10	4
79781	6	8	3	4	9	2	2	1	4	4	3	2	7	5	9	4	8	5	3	9
79784	6	1	5	5	5	1	4	4	7	7	2	3	10	4	10	4	4	7	6	2
79785	9	7	10	6	10	8	3	7	10	5	9	7	10	8	9	1	10	3	8	1
79786	6	3	5	2	7	2	2	3	3	2	3	6	10	10	10	6	5	2	1	4
79797	10	9	10	2	6	9	1	9	4	1	7	9	8	6	10	7	2	7	5	1
79798	4	1	5	10	6	8	4	6	4	5	6	8	8	7	8	4	8	5	7	2
79799	6	6	5	10	9	5	2	4	7	9	7	6	9	9	9	8	8	2	6	9
79800	9	8	9	2	6	5	2	7	4	3	8	6	2	1	5	3	9	10	4	2
79801	9	10	9	1	2	4	1	6	3	2	4	10	8	4	3	6	4	1	9	7
79802	9	4	3	1	3	2	5	3	6	3	7	8	2	5	6	8	8	8	7	5
79803	4	2	5	10	1	2	2	8	8	10	1	7	6	9	2	4	4	1	8	1
79804	8	5	8	5	8	3	9	1	1	1	5	4	1	3	8	7	4	9	5	4
79805	9	5	3	7	2	7	2	3	1	9	3	3	3	2	1	3	1	5	3	6
79806	10	3	2	10	9	2	8	2	3	1	9	1	10	3	3	6	10	8	2	10
79807	9	3	10	8	1	2	9	9	5	4	1	10	10	9	5	2	7	6	10	4
79808	7	2	2	8	6	5	3	8	6	2	3	1	3	1	8	7	10	10	1	2
79809	2	3	7	8	6	7	8	7	3	9	1	4	2	6	3	9	6	2	5	9
79816	6	6	3	8	4	8	4	4	2	3	9	3	4	5	2	7	9	2	8	10
79817	5	10	3	10	3	5	3	4	6	8	7	9	3	9	6	7	1	6	3	6
79818	7	2	8	3	1	8	10	2	7	3	3	8	9	10	10	3	4	9	3	9
79819	2	9	3	8	8	5	10	6	8	6	5	6	3	6	5	6	10	3	10	4
79820	10	4	3	2	4	7	2	2	9	6	4	2	5	8	7	10	4	1	6	5
79821	9	3	1	2	2	5	3	3	7	10	5	10	6	3	3	3	9	2	2	3
79822	1	8	1	4	3	10	2	1	9	5	7	6	7	4	9	2	7	8	8	9
79823	8	6	3	9	7	2	6	9	9	2	1	10	2	4	5	7	2	8	10	3
79824	5	3	10	5	4	10	4	6	5	5	4	9	3	8	5	7	9	5	1	10
79826	7	4	7	1	8	3	6	5	4	3	10	8	4	7	5	6	5	5	6	10
79827	10	6	4	6	1	10	8	4	3	7	7	9	5	10	2	8	1	7	8	9
79828	9	1	1	6	2	5	3	8	8	3	5	9	1	6	2	6	9	1	5	10
79829	6	9	10	4	3	3	1	8	8	7	10	1	3	7	7	9	3	6	7	3
79830	2	9	1	7	2	8	2	7	5	8	3	4	1	10	5	8	5	6	1	8
79831	9	6	4	7	7	6	5	7	7	10	6	5	7	7	10	7	6	3	5	3
79832	1	3	8	10	1	9	4	9	6	6	7	8	2	5	10	5	9	8	7	1
79833	7	2	2	7	2	9	6	10	2	5	10	3	6	5	3	1	1	6	6	10
79834	8	8	10	1	10	9	6	1	10	9	7	6	4	9	1	7	5	3	1	10
79835	2	10	10	3	4	5	3	1	9	10	1	3	6	2	7	2	10	1	3	4
79836	5	1	6	2	7	6	10	7	1	8	3	1	3	5	1	7	1	6	5	7
79837	10	10	7	10	4	9	1	2	1	3	3	9	6	3	7	9	9	1	5	9
79838	6	3	10	8	4	8	1	10	1	4	4	6	2	3	2	5	7	10	5	5
79839	10	9	7	4	3	4	2	9	9	4	9	10	5	2	6	6	10	3	7	3
79840	10	5	3	10	1	8	1	10	9	8	7	3	8	7	8	7	5	3	8	3
79841	7	10	10	6	7	5	6	4	4	4	3	3	3	3	2	10	3	2	8	10
79842	4	1	8	7	6	6	9	4	5	4	9	3	9	8	2	8	7	6	2	6
79843	5	1	8	8	3	1	4	3	2	10	2	2	6	2	10	10	4	6	6	8
79844	5	2	4	1	8	10	4	4	3	5	4	8	9	6	4	9	2	1	6	4
79845	7	10	10	3	4	6	2	9	7	4	2	1	6	7	2	2	2	9	1	9
79846	6	6	5	9	2	2	7	4	6	10	10	7	6	2	2	5	2	4	5	8
79847	6	10	7	6	5	7	9	1	8	2	7	9	9	4	4	1	1	7	5	3
79848	4	7	7	1	7	9	10	6	8	5	7	6	8	9	6	7	6	7	9	6
79849	5	1	9	5	9	10	8	2	5	5	7	7	3	6	6	10	5	3	3	4
79850	1	5	4	8	3	9	6	6	6	5	4	9	7	9	3	7	5	9	9	8
79851	9	5	6	10	3	7	1	9	10	2	1	8	2	2	7	5	1	7	4	3
79852	9	10	3	5	1	8	3	9	8	2	7	6	6	4	7	3	9	2	1	5
79853	5	1	8	5	9	10	3	6	6	4	8	5	2	10	4	9	10	4	9	7
79854	3	5	5	9	3	10	8	7	5	2	10	6	6	5	9	1	3	8	3	1
79855	10	9	4	4	1	10	1	3	6	8	7	7	9	9	2	6	8	1	6	3
79856	5	10	5	3	6	8	6	10	4	1	8	9	9	4	10	10	10	6	8	3
79857	9	2	6	6	8	7	3	6	3	10	3	8	5	9	7	8	3	2	5	7
79858	9	2	1	9	7	7	7	3	6	4	7	3	5	4	5	9	1	1	7	6
79859	10	8	6	4	8	10	3	2	5	1	7	1	1	4	9	3	4	10	3	4
79860	6	5	9	5	3	8	10	1	1	2	3	4	2	3	3	6	3	10	10	6
79861	5	6	8	8	6	9	4	10	10	10	1	2	7	2	6	2	4	9	8	5
79864	3	3	2	6	10	6	10	10	7	8	4	10	2	8	3	1	10	5	4	4
79865	3	10	4	10	4	10	8	2	5	4	1	4	2	1	6	5	9	7	8	9
79866	7	8	1	1	3	8	9	7	2	2	4	3	8	1	7	2	6	6	6	7
79867	2	9	1	10	9	6	5	3	6	1	8	3	2	5	3	9	7	1	7	10
79878	8	1	1	8	7	6	3	10	7	3	9	5	3	3	4	2	9	4	3	4
79879	4	4	1	10	4	8	3	10	5	2	4	5	7	3	3	3	3	8	5	1
79880	2	7	8	3	4	10	1	7	2	7	3	6	6	1	1	1	2	10	9	9
79881	1	4	3	3	2	7	7	2	7	4	1	6	8	10	4	8	2	1	8	8
79882	2	2	1	1	1	5	6	5	9	3	7	2	10	9	3	2	3	6	10	6
79883	8	3	3	6	9	9	2	8	10	8	5	4	8	6	10	7	5	5	5	2
79884	5	4	8	3	8	7	7	10	6	6	7	4	7	3	1	1	1	1	6	2
79885	10	6	10	4	9	5	5	6	5	2	8	10	4	4	6	2	2	9	6	8
79886	10	4	4	5	9	9	2	2	2	5	3	9	8	9	4	4	5	7	7	7
79887	3	6	7	3	4	8	3	10	6	2	10	7	6	5	10	6	2	3	2	3
79888	5	5	4	2	10	8	5	9	7	2	2	8	2	8	9	9	2	1	3	1
79889	2	7	3	4	4	4	3	10	1	10	7	10	1	4	3	4	4	10	5	6
79890	8	9	1	10	1	1	10	3	1	10	3	5	9	3	10	5	1	4	6	4
79898	4	5	10	5	4	2	9	5	3	9	10	10	8	8	2	1	9	8	5	2
79899	5	8	2	6	3	3	2	8	2	9	1	4	7	10	10	5	3	1	5	5
79900	10	1	7	4	1	3	4	3	9	7	4	1	6	2	2	3	8	1	10	8
79901	5	10	2	10	4	6	5	2	5	7	2	10	7	1	5	2	2	9	8	9
79902	4	4	6	10	8	2	9	6	8	4	2	2	7	8	4	7	6	8	8	6
79903	6	2	8	3	3	3	6	8	4	9	8	7	9	4	10	10	7	9	5	10
79904	3	8	10	9	3	1	1	7	3	10	10	5	3	1	5	9	6	7	5	5
79905	3	6	3	6	5	9	3	1	3	9	1	6	4	3	1	7	10	1	5	6
79906	9	5	10	3	8	4	1	1	5	3	5	10	9	10	8	3	4	10	5	6
79907	4	8	8	7	8	10	3	7	10	10	5	10	6	7	4	6	6	7	3	3
79908	4	7	5	10	2	9	3	8	8	8	5	8	7	10	3	4	7	6	5	8
79909	2	7	3	5	8	5	7	4	5	3	3	8	8	7	6	1	8	1	1	6
79910	10	5	5	3	1	3	5	3	2	6	1	7	10	1	1	4	1	5	2	10
79911	4	3	9	8	6	7	3	8	3	6	3	4	1	1	3	9	1	7	2	1
79912	6	8	2	9	3	7	9	4	3	1	6	9	10	2	10	3	6	7	1	8
79913	8	3	8	9	3	7	8	3	9	3	1	6	7	7	1	3	9	7	7	1
79914	7	10	1	6	9	5	8	8	4	6	10	9	1	6	5	2	2	8	6	4
79915	3	10	1	2	7	5	7	10	9	4	10	1	3	8	4	3	2	4	3	10
79916	4	4	3	3	6	7	1	9	1	9	6	10	2	4	10	7	8	6	2	4
79917	3	9	9	6	8	2	7	1	4	1	1	1	4	10	2	10	9	2	6	7
79918	6	6	3	3	10	2	9	10	2	1	10	4	10	3	4	9	3	1	2	8
79919	5	5	6	6	1	6	2	7	10	8	7	1	6	6	6	10	2	7	2	6
79920	3	4	10	8	2	5	2	2	7	4	3	10	7	5	9	3	4	6	2	9
79921	9	4	3	4	10	4	3	9	2	8	8	4	6	7	6	1	1	7	8	7
79922	1	2	10	2	6	3	6	6	4	1	8	6	4	6	10	6	6	9	7	1
79923	10	7	2	4	7	5	9	3	8	8	2	8	9	10	9	10	2	7	7	5
79924	8	10	10	2	3	10	1	1	3	9	1	1	3	3	8	1	4	10	9	4
79925	7	7	6	7	3	7	9	10	9	7	3	5	4	6	10	8	8	2	3	6
79926	3	3	2	2	4	1	8	6	3	7	9	6	9	9	3	6	9	7	8	5
79927	6	8	6	3	5	2	1	8	9	8	10	3	7	4	5	1	4	8	5	6
79928	6	7	9	1	5	4	2	1	5	3	1	9	10	4	10	3	6	10	8	8
79929	5	3	3	6	2	4	10	5	5	7	7	4	8	10	10	10	10	4	2	10
79930	6	1	7	9	2	2	8	3	6	5	6	8	9	6	7	10	8	4	3	1
79931	5	1	8	3	8	10	3	8	9	2	3	1	5	1	2	8	2	8	9	3
79932	2	2	1	10	5	2	2	4	10	10	2	8	5	5	2	4	4	3	7	7
79933	1	2	10	5	5	1	1	8	10	9	8	5	2	4	4	7	2	1	5	7
79934	10	9	1	1	10	9	2	6	3	4	8	7	9	4	4	9	2	7	10	10
79935	8	9	3	4	7	8	4	8	8	7	5	6	10	10	7	2	10	1	1	4
79936	9	9	2	3	4	10	5	8	7	4	10	9	5	8	2	6	7	4	2	7
79937	5	4	7	6	7	4	8	10	5	3	5	9	1	5	8	7	10	10	4	10
79938	8	2	8	2	6	8	8	1	4	4	6	9	8	8	3	8	10	7	10	2
79939	2	10	6	5	8	2	9	2	10	2	8	4	2	6	9	7	1	4	5	2
79940	6	4	3	3	3	4	4	3	9	10	5	4	3	8	10	3	6	1	9	8
79941	10	1	7	7	7	1	6	9	7	7	8	7	4	3	8	7	9	10	8	8
79942	4	4	4	1	1	9	7	8	5	8	1	9	1	9	8	9	3	5	1	6
79945	2	1	1	5	6	2	1	8	8	4	7	10	1	5	4	7	5	2	5	8
79946	5	6	3	2	7	6	4	6	9	4	2	10	2	8	10	6	10	5	5	3
79947	9	2	2	8	7	5	5	3	9	9	2	4	2	5	2	9	1	2	10	2
79948	6	10	1	2	5	8	9	1	5	7	4	7	1	10	10	3	2	3	10	2
79959	2	3	7	2	8	9	9	4	1	4	10	8	2	10	10	9	5	1	5	4
79960	7	5	1	6	7	9	6	1	10	7	6	5	3	5	4	3	6	4	2	3
79961	5	8	8	3	1	8	2	7	2	7	6	9	9	1	1	9	7	10	6	4
79962	1	1	8	7	8	2	5	4	2	1	6	7	5	10	4	5	5	10	10	3
79963	8	2	4	4	8	7	10	2	4	9	1	4	8	8	9	4	3	8	6	7
79964	1	7	6	9	9	3	1	5	8	6	3	2	3	10	5	2	6	9	3	3
79965	6	4	7	8	4	5	10	3	9	3	3	7	2	6	7	7	3	4	5	3
79966	1	8	10	4	10	2	10	8	3	1	5	3	7	2	3	2	4	6	10	6
79967	5	10	5	1	5	2	3	8	6	6	3	8	2	5	5	5	10	4	9	8
79968	5	3	8	2	10	1	4	6	9	10	10	9	9	6	4	1	10	4	10	4
79969	6	10	4	3	3	7	10	9	8	9	10	5	5	3	7	9	10	2	10	3
79970	8	6	2	7	6	7	10	3	8	7	9	4	6	9	3	7	9	8	5	4
79979	3	1	10	7	7	7	5	7	6	9	7	5	10	3	10	4	3	4	5	9
79980	3	2	7	10	7	4	7	4	3	1	4	9	9	10	3	4	5	5	8	7
79981	5	1	5	9	4	5	2	5	5	7	1	2	8	7	10	3	9	8	10	4
79982	4	5	8	7	7	9	9	10	4	1	9	10	3	3	8	2	5	10	8	10
79983	2	5	10	8	3	8	5	3	5	4	5	7	9	9	1	7	4	6	10	1
79984	1	8	2	3	8	10	10	4	10	6	6	2	9	7	6	4	10	9	10	7
79985	10	4	8	9	9	8	3	6	1	4	3	1	2	8	6	8	7	6	3	9
79986	2	1	4	8	8	7	8	2	5	4	1	8	4	7	4	10	8	7	9	8
79987	6	9	8	4	7	1	7	4	5	7	6	7	8	2	4	7	3	3	1	5
79988	1	2	3	6	3	6	1	4	6	7	3	2	1	6	2	10	6	4	8	10
79989	9	7	4	6	10	10	2	10	4	1	2	3	6	6	2	10	5	7	10	5
79990	5	9	8	7	4	7	8	3	6	10	1	6	3	10	7	6	8	6	4	7
79991	8	4	9	3	8	8	8	10	9	1	8	6	8	4	3	5	7	6	4	5
79992	4	3	5	5	8	8	3	8	5	3	6	8	6	4	9	7	8	9	5	7
79993	6	4	7	8	5	1	6	9	3	2	5	6	3	9	10	5	10	6	4	6
79994	1	2	3	4	7	8	6	1	6	10	9	4	10	8	7	9	1	9	8	5
79995	9	7	8	3	9	10	6	1	6	5	7	9	8	9	2	3	1	10	4	9
79996	7	6	3	5	4	1	4	7	3	2	1	8	6	6	9	3	10	9	3	2
79997	5	2	10	10	5	5	8	9	1	10	7	3	5	2	10	10	7	9	10	10
79998	9	6	7	5	4	3	5	10	9	8	8	8	10	7	9	1	5	6	3	4
79999	4	10	7	4	8	4	10	3	6	5	3	2	3	10	7	5	8	8	9	7
80000	7	2	9	1	5	5	1	1	9	6	10	9	7	3	10	5	6	1	10	2
80001	6	8	5	9	8	10	2	1	5	4	3	10	7	9	3	8	5	3	2	3
80002	8	4	10	10	4	3	5	5	4	4	9	8	2	8	4	1	4	3	9	4
80003	8	4	7	5	6	7	9	2	2	9	8	8	7	5	3	5	10	7	8	7
80004	1	7	2	5	5	7	2	1	6	3	6	7	1	2	9	9	7	7	9	3
80005	1	5	6	2	7	2	2	10	5	1	8	5	4	10	5	5	5	6	6	6
80006	4	3	10	9	3	2	1	3	10	10	9	5	6	2	4	10	1	1	2	6
80007	5	1	4	3	1	10	1	4	2	8	2	6	10	6	6	3	10	2	6	5
80008	6	4	6	10	2	4	4	2	6	10	8	10	2	6	8	5	10	7	7	9
80009	7	5	1	8	9	2	10	9	6	9	2	7	2	10	1	4	9	10	9	4
80010	1	2	8	6	2	5	3	10	9	5	8	10	10	3	8	4	10	5	1	4
80011	4	5	4	7	2	2	6	7	4	6	7	3	1	6	4	8	8	6	6	5
80012	9	2	1	7	1	6	9	7	6	1	5	1	4	10	8	6	7	9	2	1
80013	9	1	3	2	6	3	4	7	1	6	1	10	1	4	4	3	1	3	3	8
80014	8	3	7	9	9	8	9	7	2	7	9	9	10	7	8	10	1	5	1	1
80015	2	6	10	5	3	6	7	9	5	3	6	9	9	6	4	5	5	6	4	4
80016	10	9	4	5	3	8	5	4	1	4	7	3	2	3	6	9	3	2	5	2
80017	7	10	4	8	6	4	1	4	8	5	4	4	6	5	7	7	5	9	7	2
80018	4	6	3	5	8	7	8	1	3	5	2	4	4	4	5	10	6	2	3	10
80019	8	8	9	10	8	3	10	4	3	9	5	3	7	5	4	10	3	1	1	8
80020	6	1	4	10	7	2	8	7	1	7	9	1	4	7	6	4	6	10	8	10
80021	1	1	7	8	2	6	5	6	3	6	1	3	3	2	3	3	2	9	10	8
80022	6	2	6	8	10	6	1	8	4	5	8	2	5	8	9	10	1	5	5	3
80023	1	1	10	6	1	8	6	9	10	6	5	4	8	8	1	5	8	2	4	1
80026	9	3	9	3	10	1	9	4	8	9	10	10	1	4	10	6	6	1	2	8
80027	2	10	5	8	7	6	2	8	1	7	7	7	10	3	2	9	4	4	4	5
80028	2	7	8	2	2	9	1	5	7	10	7	2	2	7	1	7	1	8	5	7
80029	5	3	1	1	5	3	6	6	1	4	6	10	10	4	5	2	10	5	1	9
80036	1	6	9	1	2	5	5	3	5	3	1	8	1	3	3	4	5	2	9	9
80040	10	7	6	1	7	7	7	2	7	7	1	5	6	10	5	10	7	4	9	6
80041	3	7	3	4	8	7	9	6	7	5	1	1	5	2	4	7	3	7	8	6
80042	1	6	1	10	8	2	10	5	9	2	7	6	8	2	2	5	7	8	4	2
80043	6	2	2	4	1	8	7	10	5	9	7	1	7	2	7	7	3	2	4	7
80044	7	8	2	6	3	5	3	4	10	5	6	3	2	1	10	1	2	2	5	4
80045	1	7	4	4	4	6	3	6	1	9	10	6	8	7	10	8	8	10	5	5
80046	1	1	1	1	1	1	6	2	9	1	2	6	7	5	10	10	2	1	6	4
80047	4	7	4	6	7	7	5	8	2	10	5	8	10	10	3	3	9	10	10	10
80048	10	8	2	5	2	9	6	2	2	2	1	10	8	6	1	5	9	5	8	1
80049	8	1	9	9	2	1	6	9	1	2	10	8	4	2	3	8	8	1	8	7
80050	9	8	10	1	1	6	6	9	6	9	4	4	5	6	10	3	10	6	5	8
80054	8	2	7	6	9	4	7	5	1	2	6	3	4	3	9	3	1	7	5	3
80059	6	1	6	3	2	2	5	7	4	6	9	9	1	10	5	9	7	6	2	3
80060	8	2	5	3	2	2	6	8	3	5	2	10	1	4	4	10	8	7	3	1
80061	2	5	7	3	6	4	9	1	2	1	5	3	6	6	4	2	4	7	5	8
80062	3	7	8	8	9	5	6	8	9	8	7	7	7	3	3	7	8	1	4	6
80063	9	8	2	6	1	4	7	10	2	2	4	6	10	7	6	4	8	7	5	6
80064	2	5	4	7	7	9	7	6	3	7	7	10	6	8	9	8	4	10	4	7
80065	10	2	2	5	8	3	1	3	3	9	1	2	2	2	1	7	5	7	5	1
80066	9	6	8	1	7	3	9	8	10	10	8	6	1	8	2	2	7	9	2	7
80067	10	9	4	6	2	4	2	3	5	5	3	6	2	7	4	9	10	5	7	5
80068	1	2	7	10	9	2	9	6	2	8	4	8	10	9	6	7	3	4	6	4
80069	1	7	8	8	2	9	6	7	3	7	2	2	1	5	10	1	4	10	7	9
80070	4	2	1	1	8	7	8	2	3	9	9	9	8	1	5	5	1	9	10	5
80071	7	5	7	5	4	9	10	3	8	7	7	5	3	3	5	8	10	4	9	2
80072	3	2	7	9	10	10	8	8	9	7	9	6	8	2	10	8	1	5	6	1
80073	3	7	1	1	10	10	3	3	6	10	2	6	9	1	10	5	10	7	2	1
80074	2	1	8	9	10	10	4	5	7	6	10	10	1	9	6	4	4	8	5	2
80075	5	9	6	6	1	6	10	6	2	9	7	1	7	8	5	3	3	2	8	10
80076	4	7	9	9	1	8	2	7	7	5	2	3	1	2	2	7	4	1	5	4
80077	1	1	8	7	5	3	6	9	5	6	5	9	8	6	8	6	3	4	1	9
80078	7	1	9	2	8	8	3	6	9	7	1	2	6	8	1	6	2	2	7	1
80079	4	10	9	1	2	7	1	2	2	10	6	7	9	3	8	8	4	5	6	2
80080	6	4	3	1	9	9	4	6	5	2	5	9	5	2	4	2	9	9	7	8
80081	9	2	3	6	2	8	5	9	5	4	4	2	6	5	9	2	8	7	1	1
80082	5	9	7	10	4	7	4	3	10	2	3	4	1	7	3	6	3	6	7	6
80083	4	2	2	9	6	10	1	5	1	10	2	2	1	1	8	3	7	9	9	10
80084	1	4	8	4	6	2	8	4	3	3	5	3	10	4	9	1	7	2	8	6
80085	2	6	4	1	10	6	7	1	2	3	7	1	8	1	5	7	6	7	2	3
80086	9	2	1	2	5	10	2	2	5	3	3	2	1	2	6	10	5	1	9	4
80087	5	10	3	7	10	8	4	9	1	1	5	4	5	7	6	8	2	5	1	8
80088	9	8	8	8	4	2	6	8	1	7	4	8	2	8	8	8	2	9	10	9
80089	4	4	1	6	9	1	7	7	2	9	8	10	6	5	2	9	1	4	5	9
80090	8	5	5	7	6	10	10	7	6	4	10	1	8	3	8	6	1	1	8	1
80091	4	10	8	3	3	3	10	7	9	9	5	8	10	1	7	9	8	8	2	6
80092	3	3	1	2	6	4	1	8	2	1	2	6	3	10	3	9	2	3	10	4
80093	4	6	3	5	2	1	1	10	8	7	1	4	9	5	3	9	4	3	2	7
80094	5	4	5	7	3	10	2	2	5	3	5	2	9	3	2	5	3	3	9	3
80095	2	9	10	2	7	9	1	3	9	3	10	4	6	1	9	8	3	3	10	2
80097	5	9	9	9	4	4	10	8	3	2	9	6	9	1	4	1	3	6	5	3
80098	3	1	3	2	10	4	9	8	8	1	9	6	4	6	6	9	2	7	10	7
80099	1	6	10	6	2	4	5	4	5	10	8	9	6	8	9	4	4	10	8	8
80100	1	8	7	10	5	1	3	3	9	7	5	3	5	2	4	4	6	8	3	3
80101	5	10	5	6	1	3	4	4	2	10	10	2	1	2	8	4	6	10	8	9
80102	9	1	10	1	8	7	5	6	2	2	1	9	5	8	4	3	6	9	4	9
80103	6	3	8	5	9	3	9	4	5	8	3	2	2	4	4	5	1	8	6	1
80106	8	10	9	8	2	7	5	7	9	6	10	9	8	3	8	9	4	2	5	4
80107	4	5	2	3	3	8	6	6	1	8	8	1	3	5	3	7	6	9	5	9
80108	10	1	2	4	9	5	6	7	8	7	9	3	10	2	6	3	6	8	1	3
80109	9	3	5	4	3	7	4	7	10	8	7	4	4	4	7	2	5	5	4	5
80110	2	1	10	10	7	6	5	10	3	2	8	10	5	10	7	8	4	2	3	3
80118	4	1	5	5	6	10	6	1	4	4	1	8	8	9	2	4	10	6	9	10
80120	4	7	5	6	3	10	6	1	5	1	2	8	6	7	10	5	4	8	3	3
80121	9	4	5	8	3	3	1	10	6	10	9	2	1	2	7	10	1	7	1	10
80122	9	4	3	7	2	8	2	10	4	8	3	4	4	10	3	1	7	1	1	7
80123	7	2	2	9	8	2	2	3	10	3	9	10	3	4	4	7	10	6	10	1
80124	8	8	9	3	2	6	7	2	8	5	6	5	7	9	8	9	7	10	5	1
80125	5	10	9	5	9	3	10	7	1	1	10	7	8	7	5	2	1	1	7	7
80126	7	2	2	8	7	9	3	8	1	5	9	7	1	7	2	3	3	4	9	5
80127	3	9	4	4	9	3	1	2	10	10	2	10	8	7	9	7	10	7	5	9
80128	5	3	7	6	8	6	1	3	6	5	3	4	4	1	6	9	3	7	7	7
80129	6	10	4	1	5	6	1	5	1	1	5	1	4	6	5	5	4	6	9	8
80130	4	8	5	9	7	4	4	3	6	8	8	3	5	1	4	6	7	9	5	3
80131	6	8	2	2	8	5	6	6	5	5	7	7	1	4	9	4	5	7	4	9
80133	7	10	3	2	2	2	6	3	5	10	8	9	5	10	5	10	3	10	10	7
80134	5	9	7	4	10	3	3	3	2	2	3	6	1	9	3	6	9	8	6	4
80135	5	4	2	6	8	5	3	2	3	3	7	8	10	1	9	7	4	10	9	7
80136	10	4	6	10	1	5	7	7	6	7	4	2	6	2	2	10	7	9	8	10
80138	9	8	4	1	8	5	5	8	7	7	10	4	3	7	1	2	6	3	10	10
