HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
79507	1	1	3	5	3	9	3	10	7	1	1	3	3	1	8	6	7	7	6	10
79508	9	7	6	6	1	4	1	2	3	2	7	3	2	7	8	9	2	6	8	1
79509	4	7	9	1	6	8	3	9	2	10	8	3	7	1	5	5	7	2	4	1
79510	3	5	7	3	8	2	5	7	8	4	8	3	6	3	10	6	9	7	1	10
79511	1	10	7	5	2	1	7	3	2	7	5	6	7	9	3	7	2	7	5	1
79512	9	1	6	9	1	10	1	7	1	3	10	6	5	7	9	3	5	6	9	2
79513	6	8	8	1	9	10	4	4	2	9	5	3	3	3	9	5	4	9	4	8
79514	7	9	2	3	7	5	6	1	1	2	5	1	9	1	1	4	2	5	10	8
79515	5	7	10	2	1	7	4	9	7	6	4	9	7	4	3	8	4	2	8	4
79516	10	10	6	2	2	2	1	2	3	4	1	2	5	9	2	8	5	1	6	10
79517	1	5	4	2	1	5	8	4	9	9	3	5	5	10	5	2	7	6	5	1
79518	2	8	3	5	8	3	4	7	8	9	7	9	10	6	5	6	7	3	6	4
79519	1	9	5	7	9	6	4	5	3	7	1	8	1	3	10	6	7	2	5	5
79520	6	6	6	1	5	9	1	1	3	9	6	1	10	7	9	3	10	10	6	10
79521	6	6	4	8	4	8	6	8	2	4	2	5	7	10	4	3	10	10	9	9
79522	5	6	6	9	1	8	5	8	8	7	5	8	10	10	9	5	4	7	7	10
79523	6	9	6	5	6	4	8	8	7	3	2	8	9	7	1	9	7	7	9	1
79524	10	3	1	9	7	6	10	4	1	9	1	1	1	3	1	9	3	5	10	9
79525	3	8	4	5	9	6	9	9	4	7	3	10	8	2	8	1	2	7	3	8
79526	1	3	9	9	7	10	6	1	3	5	9	8	1	7	9	4	2	8	8	9
79527	3	5	9	9	1	4	8	4	7	5	8	4	2	8	9	5	5	3	9	4
79528	10	4	2	9	2	8	10	10	6	3	5	1	5	9	10	10	10	3	8	4
79529	4	9	1	1	10	2	9	8	2	5	1	7	1	5	9	9	7	1	8	3
79530	4	8	3	4	8	4	2	10	6	2	3	8	9	10	5	10	10	5	8	4
79531	6	7	3	10	5	8	8	3	4	7	2	5	4	10	3	6	3	2	3	9
79532	3	6	6	4	9	4	1	5	1	8	3	9	10	6	10	8	4	6	9	10
79533	3	9	10	9	8	3	3	2	7	10	7	4	4	10	7	3	8	7	6	3
79534	8	1	9	7	7	4	5	5	4	3	6	8	1	3	10	5	5	6	4	3
79535	5	1	2	6	5	6	2	5	9	2	3	9	1	5	3	2	9	8	9	2
79536	10	8	4	8	3	4	6	7	1	4	4	3	1	10	4	2	9	6	4	6
79537	9	4	5	4	8	5	7	3	2	4	2	10	4	8	3	4	1	6	4	8
79541	2	2	10	10	5	8	1	6	6	10	10	1	10	9	3	6	2	4	8	8
79542	7	7	6	5	1	7	5	6	4	10	9	4	7	2	5	8	3	4	10	1
79543	10	3	3	3	10	1	10	1	4	5	7	10	10	10	8	5	4	1	7	3
79556	1	1	2	7	4	4	8	10	2	1	9	5	2	3	2	3	1	7	8	7
79557	5	4	3	2	6	6	8	7	4	2	1	7	8	4	1	4	10	6	2	9
79558	8	8	6	2	7	7	2	7	1	8	9	1	7	1	1	5	6	7	2	3
79559	5	7	9	4	2	7	4	8	4	4	6	1	7	5	10	6	5	1	3	5
79560	4	7	10	4	2	7	2	5	8	10	6	5	3	2	5	8	3	5	5	2
79562	5	7	10	3	8	5	3	3	3	8	4	4	5	6	6	3	3	6	5	1
79563	9	1	1	3	6	2	6	3	4	4	3	5	10	8	7	7	3	6	4	2
79564	3	3	2	2	5	7	4	10	2	10	2	6	3	3	3	9	6	5	4	2
79565	5	3	10	3	2	5	9	9	1	10	6	9	8	6	8	3	6	7	4	9
79566	6	4	4	1	3	7	10	4	1	2	8	3	3	9	7	10	2	6	7	4
79567	2	2	8	2	3	10	1	8	10	3	4	10	9	8	9	9	4	8	8	10
79568	5	2	9	4	7	1	1	4	6	1	2	5	9	10	4	1	3	3	1	6
79569	5	8	8	5	5	7	10	7	3	8	8	9	2	6	10	1	3	7	6	4
79570	4	7	3	3	4	3	7	10	2	6	8	1	8	5	6	7	8	9	10	4
79571	9	7	2	5	3	9	3	3	8	10	3	9	8	1	9	1	10	6	2	9
79572	2	1	5	9	1	4	4	10	5	5	4	4	9	2	4	3	5	3	10	8
79573	9	10	6	8	3	2	8	2	6	8	9	8	4	9	3	7	6	3	3	3
79574	6	1	5	5	7	7	6	7	3	8	6	6	1	7	3	2	1	8	1	1
79575	7	3	6	2	4	1	6	8	9	1	7	5	3	7	9	2	8	3	10	4
79576	9	4	1	4	6	10	4	9	2	4	1	1	5	8	2	8	8	2	4	1
79577	9	10	2	9	10	10	10	2	6	6	1	8	5	2	1	3	6	2	7	6
79578	1	2	8	9	5	9	9	8	6	3	5	5	8	3	3	9	2	3	4	8
79579	7	3	3	3	10	5	1	10	1	9	5	4	8	2	7	5	10	9	5	7
79580	6	2	1	6	9	6	6	2	4	3	7	1	9	7	6	2	7	8	4	10
79581	7	1	10	8	10	9	2	1	4	5	5	5	7	5	1	4	2	1	10	2
79582	2	9	5	10	1	9	8	9	4	2	7	2	7	7	7	4	1	3	2	6
79583	5	9	5	8	9	2	7	1	8	8	8	4	9	6	5	9	1	8	10	8
79584	8	6	10	9	9	5	2	6	4	6	2	6	6	10	1	8	5	8	6	7
79585	5	1	1	3	4	6	4	6	6	4	9	3	3	1	7	5	4	8	10	10
79586	8	4	6	2	7	1	9	6	4	4	4	3	5	7	2	9	5	5	8	7
79587	1	7	2	10	2	6	5	5	9	10	7	3	1	1	9	5	2	4	3	8
79588	10	1	5	1	9	7	10	3	1	1	10	6	6	4	10	1	7	10	9	5
79589	3	6	8	6	8	4	5	5	7	8	8	10	4	1	9	3	3	8	9	6
79590	9	2	8	2	5	6	1	6	9	1	8	8	8	8	6	7	8	2	2	2
79591	8	1	7	5	10	2	5	1	5	6	9	3	5	1	1	4	10	4	1	3
79592	10	8	9	3	7	2	10	2	9	5	10	7	2	1	2	8	7	5	3	10
79593	3	2	3	4	5	6	5	2	2	9	3	6	1	9	2	8	1	5	6	1
79594	8	6	3	10	10	10	2	3	1	5	8	4	6	5	10	9	5	7	2	8
79595	10	10	6	2	10	4	3	8	4	9	3	4	8	7	7	5	8	5	8	4
79596	3	6	9	9	6	1	4	8	6	8	6	10	10	6	10	2	4	6	1	3
79597	7	10	7	8	4	8	4	5	10	6	7	4	9	1	2	6	9	8	9	6
79598	8	4	10	2	8	4	8	3	6	7	10	1	5	6	9	2	1	10	10	6
79599	6	7	6	1	6	7	5	10	2	1	5	3	7	1	4	7	1	6	6	10
79600	7	8	2	6	6	3	10	6	3	6	3	3	3	4	4	4	6	4	2	3
79601	3	5	6	5	8	2	9	6	1	8	4	8	5	6	6	6	1	3	7	2
79602	8	1	7	7	4	5	2	2	10	2	8	9	3	4	8	8	6	6	2	8
79603	1	1	4	3	8	3	5	7	5	10	9	1	6	5	4	9	6	6	5	3
79604	3	9	10	2	8	3	3	10	5	2	7	7	2	1	10	6	7	3	3	6
79605	4	7	1	10	10	9	8	10	5	9	8	2	8	3	6	6	8	7	7	8
79606	5	7	10	6	3	4	5	4	5	9	1	3	3	1	6	6	7	8	9	3
79607	5	5	5	7	8	1	8	7	9	5	6	5	3	10	4	5	5	6	3	8
79608	1	8	9	6	4	9	8	2	9	9	3	5	5	9	6	6	8	4	2	6
79609	3	9	1	6	9	10	5	2	8	4	8	4	5	1	3	5	10	8	8	8
79610	10	6	4	10	4	6	3	8	4	4	5	7	4	1	10	8	6	6	8	6
79611	1	8	5	9	1	7	5	5	8	4	9	5	7	3	3	3	6	9	9	8
79612	1	4	4	5	4	6	1	8	6	3	7	8	7	3	9	2	1	2	2	10
79613	5	9	6	2	7	10	4	2	9	1	5	1	7	4	7	6	1	1	6	1
79614	5	4	8	2	10	6	3	4	6	4	10	2	2	9	6	9	6	8	7	7
79615	1	4	5	10	9	8	8	5	10	2	3	8	9	4	3	3	8	1	6	7
79616	7	4	8	9	5	7	8	2	2	1	10	5	6	2	8	1	5	8	1	9
79617	4	6	9	3	5	5	6	5	5	9	10	5	4	5	3	2	2	8	1	1
79618	9	1	10	9	7	2	9	6	7	4	5	1	2	10	4	1	10	10	5	9
79621	5	7	8	9	3	2	8	1	9	2	2	5	3	5	2	9	1	8	2	8
79622	7	8	4	8	3	8	5	6	9	5	5	9	4	3	5	10	6	1	7	9
79623	1	1	6	7	5	2	2	3	2	3	2	1	1	6	9	10	10	6	9	7
79624	1	10	4	2	5	4	2	5	1	2	5	6	2	5	8	8	8	9	4	6
79636	1	4	7	10	10	4	2	8	6	6	3	5	5	2	10	10	8	1	3	6
79637	8	2	4	4	6	6	3	4	9	9	6	7	7	6	6	2	4	2	5	3
79638	3	8	9	10	1	6	7	5	7	8	7	4	4	7	9	1	4	6	2	1
79639	9	4	10	8	6	1	6	10	2	3	7	9	4	8	9	6	3	6	7	5
79640	5	7	4	3	3	10	9	5	7	4	10	9	6	6	2	10	6	1	5	1
79641	8	7	5	5	6	8	10	2	6	5	3	6	4	1	2	4	3	10	3	7
79642	8	7	5	9	1	4	9	2	3	4	1	7	1	9	9	2	8	10	2	10
79643	9	8	9	5	10	8	3	10	5	4	10	7	5	5	9	6	1	1	5	2
79644	6	1	2	9	7	10	6	5	10	8	10	6	5	10	3	1	6	5	5	1
79645	4	2	3	4	5	4	9	8	2	3	9	7	8	1	5	9	10	10	10	2
79646	2	3	2	3	8	1	10	8	4	9	10	2	10	7	9	4	1	10	3	9
79647	10	2	6	2	4	9	3	4	1	2	5	6	4	10	6	5	10	2	6	6
79648	4	9	10	7	7	8	8	4	7	7	2	3	8	9	3	2	4	6	10	4
79649	5	1	5	3	3	1	5	2	10	4	8	10	4	5	3	6	4	10	5	5
79650	4	6	7	5	7	5	5	4	6	10	10	2	8	4	4	6	8	8	4	4
79651	10	9	1	3	7	6	7	7	2	4	10	7	3	4	2	4	4	3	6	1
79652	4	3	5	7	10	3	10	5	8	1	10	6	8	2	8	7	3	9	5	3
79653	2	8	3	5	4	5	7	2	8	6	8	9	8	10	5	5	2	4	6	3
79654	5	7	7	8	9	5	4	10	9	2	3	7	4	3	6	7	3	5	3	1
79655	10	4	4	2	4	9	9	1	10	5	4	7	9	3	4	2	3	9	10	4
79656	6	9	2	8	3	6	4	1	2	3	9	5	6	9	9	7	2	6	3	10
79657	8	9	7	6	9	4	1	8	2	4	6	5	4	10	3	6	10	9	3	6
79658	5	1	7	10	7	1	8	4	5	2	2	2	4	2	10	10	1	3	3	2
79659	3	6	1	6	8	8	2	1	4	8	6	3	7	9	10	8	3	9	3	5
79660	2	1	8	5	10	1	3	6	9	1	1	9	9	8	1	9	9	4	3	8
79661	4	9	2	7	1	7	7	1	8	1	7	7	3	6	7	4	6	4	7	1
79662	4	1	9	6	4	1	4	4	6	9	9	4	4	9	1	2	10	9	9	1
79663	1	2	7	7	10	2	6	3	5	7	2	10	5	10	10	5	6	7	9	7
79664	5	8	8	9	6	4	3	3	7	5	8	4	7	5	1	3	6	10	2	9
79665	8	5	6	3	5	4	10	5	8	10	8	2	5	1	6	3	3	6	7	3
79666	1	7	4	8	1	8	8	10	8	1	8	9	7	4	8	9	9	1	8	10
79667	8	8	9	2	4	6	6	3	1	10	4	5	9	7	2	7	5	4	3	2
79668	9	9	8	2	4	2	8	8	9	8	8	3	8	8	8	5	6	4	3	1
79669	5	2	6	1	4	1	9	6	2	6	3	10	3	2	5	10	8	8	5	8
79670	3	2	2	5	4	5	2	4	1	6	6	2	2	1	6	1	3	4	4	2
79671	7	4	1	4	5	8	7	8	7	7	2	2	2	9	2	6	7	9	9	2
79672	3	9	5	8	5	10	1	1	2	6	9	3	7	10	9	8	6	5	6	3
79673	4	5	5	8	1	3	2	1	7	7	3	1	8	7	9	8	1	10	3	6
79674	2	6	2	10	9	1	2	1	9	9	5	8	9	3	7	7	10	3	6	8
79675	3	2	4	8	2	2	10	7	10	3	1	9	10	4	2	9	3	3	9	6
79676	6	5	4	2	10	6	7	1	9	6	1	9	9	2	4	6	2	6	3	7
79677	1	10	1	3	1	10	9	9	7	3	9	6	9	3	5	9	3	5	6	9
79678	3	9	7	2	3	1	6	1	1	9	4	7	10	3	6	10	10	4	2	10
79679	4	9	5	3	5	8	2	10	4	6	6	10	2	1	9	8	7	6	10	3
79680	8	9	4	2	9	7	1	7	7	1	8	2	7	2	8	8	5	8	10	1
79681	10	2	1	2	2	5	1	3	2	5	9	9	8	4	10	2	9	5	10	6
79682	9	9	8	5	4	8	1	3	7	4	4	1	6	8	3	10	2	3	8	7
79683	9	4	5	7	3	5	9	7	2	4	9	1	3	3	2	8	1	4	3	10
79684	7	7	3	5	8	10	2	8	9	6	5	6	2	6	6	3	6	9	10	1
79685	3	9	1	2	10	9	2	3	5	9	6	7	7	6	6	2	9	9	9	8
79686	4	8	2	8	1	1	1	2	3	4	6	9	9	4	6	3	10	1	7	9
79687	7	7	7	9	7	7	4	3	7	6	6	1	10	10	8	8	8	10	3	3
79688	7	1	6	5	5	8	1	2	3	5	9	5	7	8	3	1	8	6	5	6
79689	6	2	5	8	6	4	10	9	7	8	1	6	6	3	6	6	10	6	4	9
79690	3	9	2	10	4	2	7	10	8	8	7	7	3	2	6	5	10	7	10	2
79691	10	8	9	5	2	3	7	3	7	7	7	9	7	9	3	4	1	3	5	8
79692	3	2	3	7	5	8	9	2	5	10	10	1	1	1	1	10	5	3	7	2
79693	8	10	4	6	2	5	9	3	8	9	10	2	5	9	10	9	9	9	2	1
79694	7	8	9	1	1	1	9	6	7	4	5	5	5	10	7	8	5	10	4	10
79695	9	7	6	5	10	6	3	3	6	6	7	3	6	2	4	1	6	4	2	9
79696	3	3	1	10	9	6	3	9	8	2	10	8	7	6	9	5	7	3	5	7
79697	3	7	3	9	4	9	3	3	5	7	3	10	3	8	1	4	4	6	3	8
79698	2	1	5	1	7	2	5	3	5	10	7	10	3	8	9	8	3	8	5	7
79699	5	6	2	10	8	2	6	4	10	10	6	4	6	2	3	7	2	1	2	3
79703	5	5	4	2	4	2	2	6	8	4	7	3	3	10	1	4	5	10	9	6
79704	2	1	6	5	4	7	5	10	8	6	3	3	1	7	9	3	8	10	7	8
79705	3	2	2	6	8	1	3	7	1	3	5	9	6	3	6	6	7	5	1	2
79717	10	8	3	7	3	5	8	5	6	8	2	4	2	1	2	2	5	2	8	2
79718	5	5	4	2	6	3	10	10	9	6	4	9	7	3	10	8	6	9	3	2
79719	5	4	7	4	6	2	8	10	7	6	1	8	2	8	7	9	10	3	7	4
79720	10	2	7	1	3	3	5	3	4	9	1	3	3	7	1	4	9	7	3	1
79721	1	4	7	7	3	2	10	1	7	10	4	3	2	3	10	3	1	1	1	1
79722	1	3	8	3	1	2	4	4	2	9	4	1	6	4	2	5	9	8	2	7
79723	8	1	7	9	4	6	4	3	3	4	10	6	7	10	3	6	3	7	1	1
79724	4	5	10	7	7	5	2	6	2	6	7	2	5	4	2	4	1	2	2	9
79725	5	8	8	7	9	4	7	1	10	7	10	3	9	8	9	3	1	10	9	5
79726	5	2	5	4	4	1	7	10	10	3	3	6	7	4	9	7	9	3	3	3
79727	3	10	1	10	7	8	3	3	1	6	7	10	9	3	4	6	1	2	8	4
79728	5	3	6	2	8	3	4	10	8	1	1	2	9	5	9	8	5	9	9	4
79729	4	6	9	5	5	6	2	7	10	7	3	9	9	10	1	3	10	8	5	5
79730	4	9	7	2	1	4	3	5	1	3	10	5	3	3	9	1	10	3	4	3
79731	2	7	9	1	7	8	2	9	3	6	6	1	2	1	7	3	8	1	1	5
79732	10	6	2	2	9	3	3	3	8	6	5	9	6	2	4	4	3	4	8	2
79733	10	7	8	5	2	6	9	10	6	10	6	9	4	4	9	10	6	4	1	1
79735	6	6	7	5	9	10	2	1	5	1	6	1	6	3	4	6	8	9	6	8
79736	4	8	5	10	4	8	9	5	9	8	4	1	9	1	4	6	3	4	3	7
79737	6	1	1	4	7	3	10	9	8	7	5	9	5	7	1	1	7	2	8	1
79738	10	10	1	5	6	8	7	7	2	10	4	9	8	10	5	3	5	6	1	5
79739	8	9	8	5	9	8	1	6	4	9	9	2	7	7	7	5	5	4	6	4
79740	7	7	7	3	3	6	8	2	8	1	3	1	9	4	5	7	1	2	1	3
79741	10	4	6	1	7	8	3	3	3	4	5	4	7	5	6	2	10	6	7	6
79742	10	5	6	3	8	1	9	2	4	9	8	1	7	3	1	1	4	4	6	3
79743	5	9	3	1	5	9	10	2	4	4	2	9	6	5	5	4	10	4	9	4
79744	5	5	1	6	2	10	7	6	6	2	4	3	3	9	7	5	2	2	2	7
79745	7	1	9	8	2	5	6	10	8	5	8	8	7	9	7	5	3	9	4	3
79746	5	1	9	1	3	8	3	5	6	6	7	8	6	5	7	4	10	3	3	3
79747	4	6	7	2	2	5	8	4	10	1	3	9	5	5	7	3	10	7	3	2
79748	8	4	10	10	5	4	4	9	1	10	9	9	7	9	2	10	10	1	10	4
79749	2	7	10	5	10	7	2	4	5	4	3	1	8	5	3	1	7	7	5	9
79750	4	4	7	6	8	4	9	1	4	1	9	9	7	8	10	1	7	6	8	6
79751	6	8	10	3	10	10	2	10	10	2	4	6	3	3	4	2	1	1	9	6
79752	7	9	4	3	10	4	9	2	4	7	8	10	9	9	2	7	4	10	8	3
79753	7	10	2	9	3	2	8	10	8	5	6	2	3	6	9	1	1	7	10	2
79754	8	1	6	3	4	9	2	8	1	10	2	3	10	1	3	3	6	1	9	4
79755	5	7	1	3	6	6	1	2	9	10	7	1	3	4	2	6	1	5	2	1
79756	9	7	5	7	8	10	1	7	9	6	2	6	1	5	9	4	1	3	8	1
79757	1	6	2	10	2	7	3	2	8	10	4	4	10	8	8	5	9	7	1	9
79758	1	2	9	3	1	6	5	1	7	3	2	8	1	6	9	2	4	6	4	4
79759	9	6	9	7	4	6	2	4	5	1	8	5	9	6	2	6	3	8	7	2
79760	6	6	7	1	7	8	2	3	5	2	1	3	1	10	8	7	1	1	7	9
79761	8	3	1	4	8	10	9	7	2	1	1	9	4	3	7	5	6	7	4	9
79762	8	6	9	6	2	8	1	3	10	10	7	3	10	1	10	3	3	3	8	9
79763	10	4	6	5	3	9	7	3	10	5	8	1	6	8	7	7	9	6	10	5
79764	10	4	4	3	1	7	4	6	6	3	3	1	10	2	5	8	2	10	7	7
79765	10	3	7	3	4	2	3	1	5	2	6	2	9	10	2	7	5	5	7	5
79766	2	6	4	6	10	6	5	9	3	9	7	7	8	2	5	10	4	1	3	10
79767	6	5	3	5	6	4	3	4	1	7	2	1	10	8	5	10	1	9	10	6
79768	2	9	8	10	5	3	3	3	7	5	1	10	7	10	7	3	4	7	7	7
79769	6	2	3	8	1	2	1	10	1	8	10	7	4	8	2	10	3	6	3	4
79770	9	8	4	3	10	6	1	6	6	3	2	10	5	4	3	7	5	7	1	7
79771	2	4	7	6	7	7	6	7	7	6	6	6	6	4	8	10	8	10	6	2
79772	1	8	2	5	3	6	9	1	2	5	5	10	8	1	6	9	3	9	10	9
79773	10	10	9	5	6	10	10	9	6	4	2	2	10	9	6	8	5	1	9	5
79774	9	7	9	9	6	2	1	3	7	1	4	3	9	5	4	10	9	3	3	5
79775	4	5	10	1	2	7	3	4	10	1	10	10	4	7	9	4	10	8	7	4
79776	1	5	8	10	9	6	9	3	5	9	4	8	6	5	1	4	1	9	6	8
79777	2	6	8	7	5	3	1	4	5	5	3	1	1	7	7	9	1	4	6	2
79778	9	8	3	2	3	2	1	2	5	6	8	5	9	4	1	10	7	5	9	7
79779	7	4	9	5	6	3	5	8	3	6	6	5	1	6	4	1	10	8	5	7
79780	4	6	4	4	5	7	9	2	8	6	6	6	2	6	7	5	7	8	4	3
79781	7	1	3	5	4	7	3	2	3	9	1	2	3	2	10	5	7	7	3	6
79784	7	2	5	9	7	5	6	10	5	8	4	2	3	8	2	4	3	9	7	7
79785	2	10	7	2	4	9	9	5	4	3	2	2	7	9	9	6	8	8	9	8
79786	8	2	9	5	10	4	2	7	5	7	1	3	1	5	2	7	8	1	9	4
79797	8	9	1	3	1	10	9	3	7	10	3	3	1	7	2	6	7	10	1	3
79798	8	10	5	10	5	10	5	6	10	4	9	9	10	4	1	9	8	9	3	7
79799	5	10	6	3	10	9	10	4	9	2	8	1	3	7	5	8	7	1	3	10
79800	5	10	8	1	10	6	1	2	5	10	4	10	2	3	2	5	9	3	3	4
79801	7	9	4	4	6	10	4	10	9	2	5	10	3	10	4	8	10	6	2	1
79802	7	7	2	2	8	3	5	7	1	8	10	8	8	10	2	4	2	9	8	7
79803	9	7	5	7	6	9	3	8	8	4	9	1	2	2	1	6	5	4	6	5
79804	1	1	4	8	1	4	6	5	4	4	3	1	7	7	5	2	10	1	8	1
79805	8	4	3	3	9	5	9	10	6	2	2	1	7	9	1	10	1	1	2	8
79806	3	3	7	1	7	8	7	10	8	1	9	5	6	3	8	3	2	5	4	5
79807	6	7	8	5	4	7	2	1	1	5	8	3	1	7	9	4	9	9	7	6
79808	5	5	5	4	8	3	8	2	7	6	10	10	3	5	6	1	5	10	3	1
79809	7	2	10	3	2	7	5	5	1	9	1	3	1	7	2	9	10	7	3	5
79815	1	4	6	7	3	1	7	1	8	3	9	9	7	3	10	8	1	1	8	1
79816	5	3	10	8	8	8	2	10	6	7	6	1	4	5	8	6	3	4	6	5
79817	1	5	10	7	4	10	9	3	6	1	7	9	3	8	2	6	5	1	3	9
79818	8	8	10	3	3	7	5	10	1	6	10	3	2	8	8	2	6	5	7	6
79819	8	8	4	8	7	9	3	6	10	5	1	3	2	4	3	10	4	5	8	7
79820	2	7	5	7	7	10	4	3	8	10	1	2	9	8	1	1	2	6	9	6
79821	4	6	2	8	7	9	2	10	3	6	8	2	5	5	4	4	7	1	3	6
79822	3	5	3	3	1	5	3	4	7	6	4	2	5	2	6	8	10	10	9	8
79823	5	2	4	8	6	2	7	1	2	8	2	10	3	3	5	5	8	4	9	1
79824	3	9	10	10	2	6	7	1	9	7	4	7	6	5	9	6	1	6	2	4
79826	6	2	2	7	7	3	10	1	1	4	4	2	9	5	4	5	6	3	9	8
79827	5	9	10	4	2	4	7	8	10	6	8	9	6	10	5	4	7	9	6	2
79828	9	7	1	1	3	9	7	5	10	2	8	7	5	7	5	6	7	8	10	4
79829	5	3	5	7	9	9	2	1	6	9	2	9	3	2	6	7	7	4	6	8
79830	6	3	2	10	4	1	4	8	1	6	7	10	3	8	4	3	6	10	5	3
79831	6	9	9	5	4	4	7	2	1	8	3	1	7	10	10	4	3	4	2	8
79832	2	10	5	8	7	2	10	4	6	2	4	3	8	3	3	2	2	8	2	10
79833	1	10	4	6	4	6	10	10	8	6	9	1	8	4	6	2	10	7	10	9
79834	3	8	10	1	2	8	5	9	7	1	1	2	6	1	5	4	1	5	4	5
79835	8	8	1	4	5	10	10	5	5	8	6	5	1	10	10	4	6	6	2	6
79836	4	3	9	4	7	9	5	1	8	1	1	5	5	2	8	8	1	9	4	8
79837	7	1	2	5	7	7	4	2	4	6	5	2	1	7	10	8	10	8	4	7
79838	4	5	7	8	1	3	10	10	10	1	10	5	9	10	6	4	3	4	1	3
79839	1	5	9	4	4	7	7	5	5	2	4	4	4	10	10	5	7	7	1	2
79840	8	7	7	6	4	3	10	10	4	7	8	5	7	9	1	9	2	8	2	9
79841	2	9	2	9	7	7	9	2	4	3	6	7	5	3	9	10	7	9	9	2
79842	7	8	2	2	8	6	2	6	4	10	7	10	3	7	5	4	7	3	1	3
79843	2	5	10	1	10	5	4	3	6	3	10	4	3	8	7	1	5	2	2	6
79844	8	9	1	6	2	5	10	5	4	7	7	6	8	2	5	9	4	10	6	7
79845	5	2	8	4	9	6	1	1	3	10	7	10	4	10	3	2	5	6	1	9
79846	7	9	3	2	6	10	9	7	6	6	4	4	6	8	9	2	5	8	7	8
79847	6	1	9	4	4	4	1	9	10	8	3	6	9	1	10	2	4	10	4	6
79848	10	7	9	4	3	9	2	10	9	5	3	2	7	2	10	5	1	5	5	8
79849	5	1	10	2	7	7	7	2	6	7	10	7	5	2	8	5	8	10	5	2
79850	9	3	9	7	10	1	4	10	6	1	8	6	6	7	9	9	3	4	8	3
79851	4	9	8	4	10	10	1	9	10	4	3	5	8	5	10	4	1	1	2	4
79852	4	6	8	9	5	7	10	1	1	5	4	5	3	2	10	8	1	9	5	1
79853	8	9	8	8	8	2	4	4	5	9	6	6	5	4	2	2	8	10	10	8
79854	2	10	5	9	8	3	4	8	8	7	4	3	5	2	8	3	9	3	1	5
79855	1	5	7	9	5	10	4	5	5	2	9	6	4	7	8	1	4	10	9	4
79856	8	1	1	7	2	9	1	6	3	10	9	9	7	4	8	9	7	4	5	9
79857	2	5	2	1	9	4	5	1	8	8	4	3	1	6	7	8	3	5	2	10
79858	8	3	5	7	1	10	3	3	8	4	8	1	6	10	8	10	3	6	8	2
79859	1	9	1	10	8	2	7	5	10	7	10	2	7	3	7	3	7	5	6	7
79860	6	2	8	2	5	6	4	9	5	2	4	10	4	1	9	10	1	2	10	1
79861	1	5	3	5	7	7	2	7	4	9	7	6	1	6	1	7	7	9	6	9
79864	9	5	9	3	10	7	1	1	2	8	10	5	7	7	6	4	9	5	6	3
79865	1	8	6	3	8	6	4	9	9	9	9	5	3	6	3	5	6	7	2	1
79866	2	5	2	7	4	9	5	4	6	10	10	8	2	1	6	7	1	9	5	10
79867	4	1	3	10	1	2	4	1	10	1	7	9	5	1	9	10	7	10	5	6
79874	3	8	9	2	3	1	6	2	9	5	8	4	9	2	7	6	4	5	2	9
79878	7	2	8	9	6	2	8	3	4	4	5	1	9	4	1	9	4	4	9	2
79879	3	7	2	4	3	7	6	2	3	10	10	1	7	6	2	6	2	5	8	5
79880	6	8	3	5	10	5	2	8	3	2	8	5	6	6	5	3	5	1	5	4
79881	9	10	8	9	7	6	4	2	5	8	5	4	4	10	6	4	5	1	8	3
79882	1	3	8	5	6	8	5	9	1	10	3	7	8	5	8	4	5	10	2	9
79883	9	8	8	6	3	8	7	1	9	4	7	7	10	8	6	1	6	3	4	4
79884	9	6	1	10	10	7	2	7	2	1	1	5	3	4	1	4	1	10	10	9
79885	6	3	6	3	10	8	1	8	2	9	1	8	2	3	6	3	4	8	4	10
79886	3	3	3	4	2	4	3	1	3	9	4	1	9	5	9	10	6	4	2	7
79887	3	2	2	1	2	8	5	5	4	1	7	1	9	6	3	7	3	5	7	3
79888	4	7	4	6	5	8	5	10	3	9	10	4	1	10	1	7	9	6	4	9
79889	9	3	10	4	8	3	3	1	7	5	5	4	4	3	3	5	5	8	1	6
79890	7	4	5	9	3	5	9	1	10	7	10	10	2	4	7	4	2	2	10	9
79895	5	7	9	5	6	6	6	1	1	6	5	10	9	3	6	7	5	1	7	10
79897	10	6	3	10	8	10	6	8	1	3	3	6	8	9	10	5	1	6	7	2
79898	10	5	3	4	7	1	6	9	2	4	5	5	9	6	9	10	4	7	8	9
79899	10	2	7	5	6	8	3	6	6	6	8	7	1	1	7	10	1	4	5	9
79900	7	3	2	2	5	3	4	5	3	5	3	3	6	3	5	10	4	10	6	8
79901	8	8	8	7	4	7	9	9	2	10	8	9	8	2	10	8	2	5	3	6
79902	9	8	9	6	7	1	7	2	10	9	10	8	2	10	5	7	9	7	9	5
79903	7	5	1	9	3	4	1	8	6	4	5	5	6	4	10	7	9	6	9	1
79904	5	9	7	5	5	10	10	4	5	6	3	10	1	4	6	10	1	9	2	10
79905	5	10	6	4	10	8	1	8	9	3	8	1	6	4	10	2	7	5	9	2
79906	6	6	7	8	6	8	6	6	2	5	3	5	4	3	5	2	2	3	1	6
79907	6	8	2	9	5	3	4	4	4	6	7	4	5	2	10	1	2	2	6	4
79908	9	2	9	2	10	8	4	4	9	5	2	6	3	3	2	9	2	4	3	1
